ccID,ccLength,ccMeanSlope,ccStdSlope,minDrainageArea,maxDrainageArea,segmentLocation,slopeChangeToPrevCC,meanKSN
1_101_3.0,9613.711871713407,0.024911534807264678,0.01653319399537296,24948.0,46641000.0,3.0,-0.45263443287633087,19.455400686416173
1_102_0.0,9756.89013424827,0.024103053042994482,0.013434268717430635,10341.0,46641000.0,4.0,,19.46944943060497
1_103_0.0,38.54202144323585,0.6014372817494681,0.09895822615809899,10620.0,125300.0,1.0,,57.82272727272728
1_104_0.0,162.5839381107842,0.6785572244118622,0.10913081757310045,9099.0,20916.0,1.0,,28.951680851063834
1_104_1.0,238.0682042722108,0.36203560876053203,0.08306172047135324,20961.0,134690.0,2.0,-0.32913959226720463,37.60183333333334
1_105_0.0,130.74631261126243,0.8252598191894843,0.09186873467738667,9063.0,22383.0,1.0,,39.937606060606065
1_105_1.0,133.5036386139202,0.6575630715729573,0.07354789758883394,22500.0,1071200.0,2.0,-0.16769674761652675,138.172125
1_106_0.0,9693.915252735831,0.024069442827374114,0.01350162992325209,10440.0,46641000.0,4.0,,19.58516295487105
1_107_0.0,45.46334738060706,0.8397055727133542,0.08613072700898576,9036.0,9171.0,1.0,,22.447
1_107_1.0,32.6485153966188,0.3374860485687661,0.18098974272601012,9180.0,504020.0,2.0,-0.5022195241445881,20.695960000000007
1_108_0.0,212.31612387397823,0.7260928890644848,0.06890362009362754,9360.0,45270.0,1.0,,34.69637288135593
1_109_0.0,86.41979707134277,0.837164650405659,0.07731498723171538,9855.0,11889.0,1.0,,30.111958333333334
1_109_1.0,32.19379483632898,0.2662604278610677,0.1880725171990939,11934.0,519550.0,2.0,-0.5709042225445913,19.873179999999998
1_10_0.0,38.64446157228198,0.46073286573014427,0.10681954944799799,9801.0,1628000.0,1.0,,28.6188
1_110_0.0,309.7331554038197,0.49850426190706093,0.06777167061953057,9180.0,208060.0,1.0,,32.74496428571429
1_111_0.0,305.6771512643265,0.47574374315781515,0.055447249898886095,9117.0,208940.0,1.0,,30.548411111111115
1_112_0.0,52.35741687733238,0.26261351238435665,0.051326830307368065,12078.0,15390.0,1.0,,23.537
1_112_1.0,239.0048430110502,0.8209517435697271,0.09714653619817885,15399.0,40743.0,2.0,0.5583382311853704,41.67822413793102
1_112_2.0,56.816050258236544,1.1717441344710766,0.10011453944430879,41022.0,41283.0,2.0,0.3507923909013495,77.77625
1_112_3.0,9231.399339505577,0.04531858187159564,0.051222581953674975,41355.0,46641000.0,3.0,-1.1264376060560513,30.149192060491465
1_113_0.0,9540.401085747302,0.047126910300240216,0.04705295282169528,9144.0,46641000.0,4.0,,31.786982378854585
1_114_0.0,82.04100437067159,0.30039240221539043,0.0784599780615063,12258.0,1089100.0,1.0,,103.10013043478259
1_115_0.0,93.91770266899374,0.4359521938595075,0.08778340366732186,13770.0,24705.0,1.0,,24.115400000000005
1_115_1.0,568.0927946852829,0.6985145796908674,0.10999320973261241,24831.0,94086.0,2.0,0.25650309233817553,54.986506250000026
1_115_2.0,8908.58809787901,0.04021332116238629,0.03668788659893811,94095.0,46641000.0,3.0,-0.6522524414472545,28.884042644757386
1_116_0.0,9489.28419693044,0.024228556669998277,0.013549915980850933,11421.0,46641000.0,4.0,,19.624541849415195
1_117_0.0,45.20954880604696,0.8806815400193487,0.11388709284093325,10188.0,10746.0,1.0,,43.68879999999999
1_117_1.0,64.06861602130668,1.230624894538149,0.08458652686462607,10755.0,12204.0,2.0,0.3499433545188003,43.681000000000004
1_117_2.0,38.45619475782947,0.5606471246409753,0.25622416486087674,12213.0,4321600.0,2.0,-0.6699777698971737,49.1149
1_118_0.0,642.6391353896975,0.3772560491563387,0.07475582667701085,9333.0,130360.0,1.0,,28.753292397660818
1_118_1.0,45.38195044300765,0.5438293798241708,0.10361293483549917,130360.0,136330.0,2.0,0.1665733306678322,59.24758333333333
1_118_2.0,48.60346928365235,0.34629666144501,0.11033383433726984,136350.0,138110.0,2.0,-0.1975327183791608,58.727769230769226
1_118_3.0,137.10071136832477,0.6616494620817933,0.0631623424067642,138120.0,160640.0,2.0,0.3153528006367831,60.94305714285714
1_118_4.0,123.08135196413781,0.39423038178341785,0.10908483338589157,160660.0,166520.0,2.0,-0.2674190802983753,53.171343750000005
1_118_5.0,8529.110868233827,0.026525968967866444,0.02369055574328756,166730.0,46641000.0,3.0,-0.3677097297121347,21.169569143321127
1_119_0.0,103.0742625951398,0.7133758620423897,0.06264513522598686,9423.0,15534.0,1.0,,27.842807692307698
1_119_1.0,189.09303574106355,0.3814461020929896,0.11540351280857417,15543.0,240920.0,2.0,-0.33192975994940005,46.992787234042545
1_11_0.0,137.24491876265782,0.4470780227914292,0.12983821300510542,9198.0,370740.0,1.0,,61.869875000000015
1_11_1.0,54.77247246360758,0.7755169360292106,0.08354569978987215,370850.0,372680.0,2.0,0.3284389132377814,93.98685714285713
1_11_2.0,162.38577926202578,0.37153069534029765,0.09058384516000514,372720.0,433050.0,2.0,-0.4039862406889129,71.5729565217391
1_11_3.0,88.51916807435813,0.2594596486610621,0.11310936627508267,433060.0,499220.0,2.0,-0.11207104667923556,59.76496153846155
1_11_4.0,39.37974660665679,0.4369061169470287,0.08208257535245132,499640.0,505760.0,2.0,0.1774464682859666,59.568363636363635
1_11_5.0,45.89275123970113,0.15387824457210286,0.08524019559274142,505920.0,522040.0,2.0,-0.2830278723749258,59.69738461538463
1_11_6.0,618.0195793984764,0.20049925605257637,0.10608567143930518,522060.0,3209400.0,2.0,0.04662101148047351,48.316895348837214
1_120_0.0,9463.630525971621,0.02420180059407718,0.013573396107596081,10989.0,46641000.0,4.0,,19.97567188990824
1_121_0.0,241.03213660474617,0.42542299400480943,0.11088455650024863,9000.0,1110700.0,1.0,,90.59732741935484
1_122_0.0,63.12385185895089,0.726862078480936,0.07339503657297886,12033.0,15750.0,1.0,,31.805000000000003
1_122_1.0,39.13965906359893,0.46456955454531956,0.08836454669624828,15840.0,16929.0,2.0,-0.2622925239356164,31.881
1_122_2.0,61.05691330041623,0.8702726840890624,0.11038389543814499,17091.0,41031.0,2.0,0.4057031295437429,58.56473333333334
1_123_0.0,9390.50698702381,0.02414393376668153,0.013649340354453041,10575.0,46641000.0,4.0,,20.090838378978518
1_124_0.0,245.5584174338026,0.7097648024346619,0.07015721760456739,9000.0,49914.0,1.0,,43.93823076923077
1_124_1.0,315.7788559322706,0.7513762327549149,0.12331907733493104,49923.0,79650.0,2.0,0.03039694374649904,63.939602272727264
1_125_0.0,531.9656794017071,0.802494692316573,0.10815230689654244,10350.0,126900.0,1.0,,78.22632394366194
1_125_1.0,438.33634821159575,0.529647706404499,0.0625893838032102,138640.0,260410.0,2.0,-0.27737060952578485,61.98315655737702
1_125_2.0,8441.690188253531,0.024329899361623174,0.015493146396847422,260420.0,46641000.0,3.0,-0.5053222890665401,21.467462458881553
1_126_0.0,9282.385445239888,0.024037861545787007,0.013550867553280027,12042.0,46641000.0,4.0,,20.01823489154823
1_127_0.0,35.88315284360749,0.9119427718525326,0.3425556989588168,9189.0,12303.0,1.0,,29.9931
1_127_1.0,9275.369435377972,0.04412717635254921,0.04246843351057799,12312.0,46641000.0,3.0,-0.867827150652624,30.276844503012033
1_128_0.0,247.43776086921457,0.817155443854883,0.08371865464859504,9504.0,67068.0,1.0,,45.764399999999995
1_128_1.0,35.32579424072135,0.6447313886322086,0.08305342979788365,67122.0,69867.0,2.0,-0.17242405522267423,55.311099999999996
1_128_2.0,72.40250321533968,0.9296974876007118,0.1240652052118324,69894.0,71883.0,2.0,0.28496609896850333,72.94138095238095
1_128_3.0,53.076261041249545,0.70212291092645,0.06379358102959504,71892.0,72027.0,2.0,-0.22757457667426195,76.340875
1_128_4.0,56.59649337786791,1.0578918978861145,0.10526600033633943,72036.0,72612.0,2.0,0.3557689869596642,76.33950000000002
1_128_5.0,98.93276480774185,0.7989055433900628,0.09451834777904651,72729.0,74619.0,2.0,-0.25898635449605156,72.5911379310345
1_128_6.0,357.69789547005666,0.5211213853564431,0.06409499167019053,90603.0,260410.0,2.0,-0.27778415803361944,53.51602
1_129_0.0,50.070227121422235,0.730515415505991,0.10419056552682775,9072.0,19116.0,1.0,,55.6095
1_129_1.0,62.55212751764661,1.2369953931254432,0.14788375612347363,19125.0,20907.0,2.0,0.506479977619452,55.691933333333324
1_129_2.0,37.106843075543956,0.5171308739385909,0.2589947547978738,21069.0,4432500.0,2.0,-0.719864519186852,64.93440000000001
1_12_0.0,93.18493237690174,0.7693927280201756,0.09606610051865218,9045.0,9576.0,1.0,,30.95485714285714
1_130_0.0,265.6820618673537,0.7941229393223622,0.10538008170104547,9738.0,69912.0,1.0,,48.72880281690141
1_131_0.0,9221.778344246068,0.024047971716443867,0.013571439143237248,9000.0,46641000.0,4.0,,20.12401557562075
1_132_0.0,43.75615257628925,0.5405678726590573,0.06923841559483532,13068.0,16938.0,1.0,,41.86658333333333
1_132_1.0,89.49690833037276,0.8401434747648997,0.057964833978159706,16947.0,32904.0,2.0,0.29957560210584244,41.877375
1_132_2.0,9106.000311016138,0.043090906625542914,0.04437381141885277,33039.0,46641000.0,3.0,-0.7970639343350806,29.544947106170895
1_133_0.0,244.1453906177232,0.7474741153048695,0.10209375544112587,9621.0,92169.0,1.0,,62.71874999999997
1_134_0.0,527.4918359409054,0.7374867673678669,0.08116905324644748,9783.0,27972.0,1.0,,41.02610526315791
1_134_1.0,79.43237378045364,0.41539100293048586,0.08127527242528959,30978.0,39519.0,2.0,-0.3220957644373809,28.88572105263158
1_134_2.0,8619.272353070766,0.024355003882038498,0.014670867158805159,41157.0,46641000.0,3.0,-0.391040402701991,21.1929354695687
1_135_0.0,9162.462850513939,0.024503441383072505,0.014646634770509898,10350.0,46641000.0,4.0,,20.28497485800832
1_136_0.0,130.83426458399495,0.6948185150968634,0.0785201266827556,10386.0,69894.0,1.0,,44.17784848484848
1_137_0.0,94.34571590515128,0.6245360623609173,0.08605311544615919,9243.0,4488900.0,1.0,,29.951875
1_138_0.0,50.329034596261,0.9193048050749114,0.1072185910556039,9234.0,32616.0,1.0,,43.5442142857143
1_139_0.0,280.3616542099582,0.5008772796142136,0.10084739852524036,11160.0,36882.0,1.0,,27.312812500000007
1_139_1.0,8860.486544928912,0.024504200151947056,0.016375818063201084,36891.0,46641000.0,3.0,-0.476377415690981,20.766763038371167
1_13_0.0,215.59100317470893,0.6764902037991786,0.08007108489240074,12096.0,120540.0,1.0,,36.07042592592592
1_140_0.0,65.73084607292158,0.5266780078758302,0.07480512694234774,14751.0,83358.0,1.0,,25.561473684210522
1_141_0.0,151.71125816826583,0.5437652312030254,0.07836381046094515,9549.0,17442.0,1.0,,23.924500000000002
1_141_1.0,107.33525543785822,0.34376862527069585,0.07205074270944442,17991.0,130030.0,2.0,-0.19999660593232943,36.6946875
1_142_0.0,9109.9320969899,0.024280246088380298,0.013773449973423849,11709.0,46641000.0,4.0,,20.567347254004563
1_143_0.0,53.153880132488105,0.6078052583590943,0.05206949341844215,10647.0,69309.0,1.0,,50.624599999999994
1_144_0.0,88.93396390769985,0.7079262631198967,0.11470084563144242,13932.0,117570.0,1.0,,53.53717391304349
1_145_0.0,191.54298528864803,0.6431483379318416,0.089389992978991,11547.0,94095.0,1.0,,62.99926415094339
1_146_0.0,334.5015730982602,0.7395959610218257,0.046257521944993565,10107.0,14148.0,1.0,,33.11376530612245
1_146_1.0,33.69873538362899,0.2753908680197352,0.15347405827831653,14157.0,15930.0,2.0,-0.46420509300209073,9.154359999999999
1_146_2.0,8705.116222316103,0.024147971397571334,0.013665989670062535,15948.0,46641000.0,3.0,-0.2512471754871324,21.013125788423135
1_147_0.0,400.76159895961024,0.6930831819949879,0.05822753007554012,10440.0,21969.0,1.0,,31.30908771929826
1_147_1.0,8663.427616615552,0.025080995773719524,0.021694479285828953,22005.0,46641000.0,3.0,-0.6680068560369684,21.12257250501
1_148_0.0,157.2048187877381,0.8463869246655141,0.06076877625142695,9081.0,24813.0,1.0,,40.14389999999999
1_148_1.0,68.77569603914364,0.5722805868849544,0.0683536369588967,24921.0,27405.0,2.0,-0.27410633778056004,40.130750000000006
1_149_0.0,58.83102418451635,0.8921956807655499,0.05262768627856035,11268.0,12474.0,1.0,,36.701499999999996
1_149_1.0,8966.972654238836,0.04073093196015574,0.03866798373001557,12483.0,46641000.0,3.0,-0.8514753529980832,29.094460761460702
1_14_0.0,89.26499013576574,0.5146349854937743,0.0729005191574037,9072.0,19314.0,1.0,,23.682230769230767
1_150_0.0,154.92349894458977,0.7412621071840518,0.1066571030606759,9774.0,140870.0,1.0,,42.78973170731707
1_151_0.0,93.59360163255207,0.857667401320099,0.13613103905697488,9801.0,11448.0,1.0,,30.549818181818182
1_151_1.0,451.4096833687421,0.5357166616195642,0.06448910096819184,11457.0,260410.0,2.0,-0.3219507397005351,58.17487983870965
1_152_0.0,47.26463553018951,0.9775920656532632,0.10927326322272114,9072.0,12780.0,1.0,,36.85676923076923
1_152_1.0,131.4900775047534,0.7662464436997722,0.09739794559849542,13131.0,90648.0,2.0,-0.21134562195349083,37.554236842105254
1_153_0.0,71.81213655915222,0.5561168899878929,0.062943578981876,10539.0,19017.0,1.0,,23.440470588235296
1_153_1.0,8856.053981286064,0.02459279324824091,0.016880828281427066,19026.0,46641000.0,3.0,-0.5315284779312808,20.767969505494488
1_154_0.0,8885.863385321863,0.024009898859174462,0.013696937901838381,13986.0,46641000.0,4.0,,20.702684042138106
1_155_0.0,70.20875026862568,0.7092709808932398,0.07888674854522225,9414.0,11466.0,1.0,,31.707526315789465
1_156_0.0,40.31739139790729,0.6580264589856637,0.08861329894977518,9090.0,11439.0,1.0,,14.960909090909091
1_156_1.0,8835.79035232557,0.024710466469947855,0.018203806259069876,11448.0,46641000.0,3.0,-0.6333204303177935,20.775588119590854
1_157_0.0,350.207442907021,0.5282690680478678,0.08878942963461867,9351.0,70470.0,1.0,,35.63277894736842
1_158_0.0,103.16767645756632,0.5978354088156449,0.053158794560795634,9243.0,21087.0,1.0,,27.59224
1_158_1.0,87.14644961283096,0.9274630180871,0.07840185122199367,21096.0,24849.0,2.0,0.32962760927145496,41.97636363636363
1_158_2.0,229.89855849884873,0.31616080746919534,0.13210143658586856,25884.0,34101.0,2.0,-0.6113022106179047,19.901551724137942
1_158_3.0,8461.416971051547,0.024770262154935763,0.01776005826988287,34110.0,46641000.0,3.0,-0.29139519305140354,21.093213032786863
1_159_0.0,8835.907857138563,0.02516718285345151,0.0218939528583227,9387.0,46641000.0,4.0,,20.751934762092
1_15_0.0,260.37890601415467,0.3959317554561198,0.09142377700270089,16038.0,174670.0,1.0,,29.195191780821915
1_160_0.0,183.0664262775881,0.6011840050660752,0.04992271875749838,9162.0,41985.0,1.0,,31.49831250000001
1_160_1.0,204.41150076360336,0.4898892698944834,0.07296529988976046,45504.0,60210.0,2.0,-0.1112947351715915,39.6580847457627
1_160_2.0,33.75093257864795,0.7485286622925342,0.07812541705381293,60219.0,61983.0,2.0,0.2586393923980508,42.785900000000005
1_160_3.0,255.76235554871437,0.22176686970798903,0.10982305220078303,61992.0,77499.0,2.0,-0.5157069731456347,20.667472972972963
1_160_4.0,8189.249340511196,0.023852322380983042,0.013753125880009818,77508.0,46641000.0,3.0,-0.20897377572430734,21.566812901861233
1_161_0.0,252.9656617110769,0.48799624081939463,0.09032399151344715,9297.0,71235.0,1.0,,37.97394444444444
1_162_0.0,91.69365966642775,0.9889975862557051,0.08935346339484834,9234.0,12240.0,1.0,,37.9987
1_162_1.0,40.18792680810079,0.42436459268184634,0.22701363886129317,12249.0,4808900.0,2.0,-0.5646329935738588,50.749199999999995
1_163_0.0,63.64771540780922,0.575158040233436,0.06454301252741496,9000.0,9468.0,1.0,,17.538368421052635
1_163_1.0,8707.115979253771,0.024551543109487716,0.016559453328521188,9477.0,46641000.0,3.0,-0.5506109352600963,21.034701396648025
1_164_0.0,247.54927061367422,0.46303008388236505,0.05820206090889601,13419.0,27126.0,1.0,,25.016691549295775
1_164_1.0,8527.994556035084,0.02432561638281226,0.015207162733905426,27135.0,46641000.0,3.0,-0.43870889858922607,21.230949898332625
1_165_0.0,79.31013148280444,0.8964235940643963,0.06564927090230395,9603.0,10971.0,1.0,,34.36944444444445
1_165_1.0,8703.41320653358,0.03855448424414904,0.03631090767597702,10980.0,46641000.0,3.0,-0.8578791575405424,28.0633668
1_166_0.0,221.44077641179223,0.5719344926225244,0.07229334429720566,9117.0,70155.0,1.0,,39.368698412698414
1_167_0.0,285.2784571539382,0.5212777971004801,0.08422876103168211,9693.0,60210.0,1.0,,35.97958536585366
1_168_0.0,85.98214423561808,0.7202666447096628,0.0683202553436491,9621.0,160490.0,1.0,,37.69884
1_169_0.0,8705.787758813642,0.02401193825946286,0.013711666313417928,11610.0,46641000.0,4.0,,21.03284264647268
1_16_0.0,229.4010208830304,0.3885193685889122,0.08844090838941876,9126.0,176120.0,1.0,,30.744777777777777
1_170_0.0,8700.820834666181,0.024091962548363575,0.01364494313920921,12528.0,46641000.0,4.0,,21.019569129392952
1_171_0.0,334.82405968136334,0.5306870102193015,0.11205090023747617,10620.0,60462.0,1.0,,33.61871875000002
1_171_1.0,218.8716166718594,0.2248286311772615,0.08977855669114995,60696.0,69516.0,2.0,-0.3096258135433542,19.436875000000004
1_171_2.0,8176.004026883964,0.023888564077463717,0.013735634353396885,69525.0,46641000.0,3.0,-0.20094449887798121,21.58867999999998
1_172_0.0,306.57234176199336,0.5979270830462622,0.10478225624039902,11286.0,65232.0,1.0,,36.35895
1_172_1.0,8405.843675317414,0.02447574179923349,0.01798737786202924,65241.0,46641000.0,3.0,-0.5734559000778923,21.603116095749044
1_173_0.0,240.8680339187377,0.33580403753070576,0.09557293742380107,9072.0,15948.0,1.0,,14.564133333333332
1_173_1.0,8455.904479845818,0.024791378366434365,0.017852274117954554,17217.0,46641000.0,3.0,-0.3110173174604107,21.09765305453052
1_174_0.0,285.0079999077349,0.5541508571952403,0.05844444692869427,10935.0,65241.0,1.0,,33.8167875
1_175_0.0,259.00910519309787,0.5398001617401821,0.04301702957566077,11925.0,24183.0,1.0,,27.529802631578953
1_175_1.0,8404.00949838191,0.024237380883086933,0.015438640973357488,24498.0,46641000.0,3.0,-0.5155672431951458,21.575075268373215
1_176_0.0,225.8206600580074,0.5314855631473389,0.05791789375681316,10215.0,65250.0,1.0,,35.32729687500001
1_177_0.0,376.09615780976253,0.39013534179194415,0.1065009956461225,10854.0,67716.0,1.0,,29.049887850467282
1_178_0.0,8556.487963144113,0.02800527190173272,0.03574927287760563,9018.0,46641000.0,4.0,,21.009621770917928
1_179_0.0,103.07309641256893,0.7022873201495704,0.0535293047599122,9000.0,12735.0,1.0,,25.59352173913044
1_179_1.0,8407.240606348818,0.02466690365983031,0.020362510076552924,12744.0,46641000.0,3.0,-0.6776250541827572,21.5741374742055
1_17_0.0,33.270364941920626,0.18000770813755104,0.09904597626653984,10269.0,12267.0,1.0,,29.032599999999995
1_17_1.0,88.73457408348712,0.6620382660190035,0.1427639533582917,12321.0,431540.0,2.0,0.4724263612972218,39.292833333333334
1_180_0.0,8465.576100270006,0.02375449704894995,0.01368520077464787,12402.0,46641000.0,4.0,,20.912731191158393
1_181_0.0,8463.921994165006,0.024542120992061482,0.01740230408983728,11511.0,46641000.0,4.0,,21.06850549630843
1_182_0.0,132.2604310723958,0.5954709943687078,0.08450227780605916,9225.0,34767.0,1.0,,29.455787878787884
1_182_1.0,208.84054539231536,0.28201338767423906,0.0958895434964516,34830.0,512530.0,2.0,-0.3134576066944687,20.290847619047614
1_183_0.0,130.11911646981812,0.5671015858688759,0.07323897061488992,10539.0,34830.0,1.0,,29.493225806451616
1_184_0.0,236.52171191675976,0.3006975901232577,0.09830190063009457,9756.0,42138.0,1.0,,21.4713
1_185_0.0,154.9558823474298,0.6039301475634522,0.0806494922941852,9216.0,47745.0,1.0,,27.80855263157895
1_185_1.0,8153.186541586854,0.035767734645709856,0.035723006678746935,47862.0,46641000.0,3.0,-0.5681719447431942,26.609915492957732
1_186_0.0,172.97734710019037,0.27672974508925235,0.10630437040000383,10143.0,527710.0,1.0,,11.699024999999997
1_187_0.0,308.14131026228324,0.6944880163531278,0.03160762429701287,9198.0,28953.0,1.0,,38.5307411764706
1_187_1.0,7939.66570636283,0.025609464047813342,0.02314467538877933,28962.0,46641000.0,3.0,-0.6688838590684942,21.885035773420462
1_188_0.0,8094.235319358486,0.024029921028845908,0.013745730188959356,9234.0,46641000.0,4.0,,21.686409961521992
1_189_0.0,72.93604972290508,0.5023955755430742,0.13854231451765,9081.0,11673.0,1.0,,16.276142857142855
1_189_1.0,7991.760591511846,0.02461845122117616,0.01727368814498601,11682.0,46641000.0,3.0,-0.47778197621415414,22.037383738074563
1_18_0.0,73.06645452019659,0.2760007323584597,0.06595888997050528,10035.0,10557.0,1.0,,15.725736842105263
1_18_1.0,220.29811694482373,0.5914942402078566,0.09323697471116768,10566.0,156410.0,2.0,0.3154935078493969,33.627396226415094
1_18_2.0,615.0089810647505,0.15809454097830708,0.09057490298796028,160780.0,3209300.0,2.0,-0.43339969922954935,46.37612643678159
1_190_0.0,8013.3049068947685,0.02485420443373681,0.018115179372760484,9261.0,46641000.0,4.0,,21.977942059714387
1_191_0.0,7990.5751817075625,0.024127449088352574,0.013687405601264736,9297.0,46641000.0,4.0,,21.848555006501925
1_192_0.0,7957.832546025832,0.02533630862382916,0.01779057554969477,9774.0,46641000.0,4.0,,21.793329273597195
1_193_0.0,7946.511441915785,0.0250615925513494,0.016025981799578985,9027.0,46641000.0,4.0,,21.803722159338246
1_19_0.0,129.61733043541386,0.7325261351632362,0.06251477755232318,9432.0,36216.0,1.0,,37.4365789473684
1_19_1.0,46.73738470482357,0.5495550979759393,0.09543343491825994,36432.0,39015.0,2.0,-0.1829710371872969,37.25892857142857
1_19_2.0,49.73074002393112,0.7639075076925266,0.07116531090159262,39024.0,41427.0,2.0,0.2143524097165873,38.18935714285714
1_19_3.0,49.75170545780206,0.47492265065908656,0.08986848746542658,41472.0,44640.0,2.0,-0.28898485703344,47.93233333333333
1_19_4.0,293.9196128625932,0.7730393236098715,0.047384395797658276,44649.0,113920.0,2.0,0.2981166729507848,57.73146913580249
1_19_5.0,267.1865607114137,0.16649758599625525,0.08457165760218455,113930.0,168260.0,2.0,-0.6065417376136162,18.288210526315797
1_19_6.0,44.071922611227784,0.4152442988203797,0.07082691234687431,169160.0,182380.0,2.0,0.24874671282412447,21.73436363636364
1_19_7.0,413.32641170597583,0.16646897281256073,0.05969783021181453,182420.0,306100.0,2.0,-0.24877532600781901,23.670589285714282
1_19_8.0,57.85228344689324,0.7142790544615505,0.13950288760058208,306170.0,307620.0,2.0,0.5478100816489897,49.02806666666666
1_19_9.0,9997.496578325014,0.02602763446667397,0.024548141390451646,307760.0,46641000.0,3.0,-0.6882558019485204,19.616839304347824
1_1_0.0,538.2335992741615,0.2587893022497172,0.10987647992754283,10017.0,1696100.0,1.0,,51.518686666666675
1_20_0.0,135.46012632690082,0.6701409487043413,0.07811176382513743,9027.0,55098.0,1.0,,42.681935483870966
1_20_1.0,93.01699800847096,0.35797769002596697,0.1080193384477593,56259.0,515600.0,2.0,-0.3121632586783744,58.080370370370375
1_21_0.0,118.69307600351908,0.757919898434579,0.060223478162613746,9648.0,36207.0,1.0,,35.520485714285705
1_22_0.0,236.37790856030966,0.600214032524044,0.09724922593614885,9342.0,37611.0,1.0,,35.00026229508197
1_22_1.0,240.2606139996969,0.8204945347160633,0.09310243443139307,37620.0,113910.0,2.0,0.22028050219201967,58.55530769230769
1_23_0.0,144.14132647388936,0.6488089816549103,0.12652656217388036,9324.0,43488.0,1.0,,35.93633333333334
1_24_0.0,94.13758692350306,0.9000764000593908,0.06613507439653431,9432.0,15912.0,1.0,,35.28177272727274
1_24_1.0,36.23317570777216,0.3605208814865103,0.1864849990398648,15921.0,2003200.0,2.0,-0.5395555185728805,40.7167
1_25_0.0,170.8941458789786,0.5601017413669208,0.09061473965575534,9144.0,160790.0,1.0,,41.20451063829787
1_26_0.0,257.2192771509303,0.459519056648513,0.1253348317884048,11790.0,167420.0,1.0,,43.170362318840574
1_27_0.0,195.11829635860343,0.4067404685426304,0.10338670836308018,9027.0,167900.0,1.0,,45.339759259259274
1_28_0.0,219.57860068046068,0.5318389674191487,0.08392401725672838,9594.0,263190.0,1.0,,34.499406779661
1_28_1.0,459.12295305624997,0.15871137515659317,0.064735051459729,263400.0,3209300.0,2.0,-0.37312759226255543,45.37530232558137
1_29_0.0,42.634728074442585,0.09505174309296222,0.08063972709235528,9495.0,522010.0,1.0,,55.32549166666667
1_2_0.0,282.6503989937403,0.7921071788562738,0.07561208458875113,9270.0,20367.0,1.0,,35.79395454545454
1_30_0.0,308.30301714314896,0.5730631291094731,0.0908335859290511,12708.0,101740.0,1.0,,38.6445119047619
1_30_1.0,81.99191661119886,1.0558055364348669,0.1222489724472205,101810.0,102430.0,2.0,0.48274240732539353,75.81977272727272
1_30_10.0,256.05565376474505,0.702605838515764,0.11879451408100514,1016900.0,1071200.0,2.0,0.3546951778484029,162.31296874999998
1_30_11.0,65.8426343478946,0.30435995328585813,0.10047607855661245,1071200.0,1089100.0,2.0,-0.4102872291152105,115.01333333333332
1_30_12.0,39.51277518403301,0.5915409362659263,0.08466460941594327,1089200.0,1091300.0,2.0,0.28718098298006806,105.862
1_30_13.0,169.1809933675028,0.3538318262214924,0.059642310753762515,1091800.0,1110800.0,2.0,-0.2377091100444338,92.39910227272728
1_30_14.0,9223.761982607293,0.02436197695642688,0.014125036745476076,1110800.0,46641000.0,3.0,-0.32947396860260597,20.427249962321007
