X,Y,StreamID,BasinID,Elevation,DrainageArea,XYDistanceToNextPixel,DownstreamDistance,3DDistanceToNextPixel,Slope,R2,ksn,FlowDistance_Catchment,ccID,segmentLocation,dSlopeToPrevSegment
826371.2475461689,7267382.50463636,0,5,2478.7,14139.0,4.243062899970649,208.40307531317404,4.539116959619705,0.5601589194413271,0.9921731686279341,29.066,119.61,5_0_0.0,1.0,
826368.2483435723,7267379.503242258,0,5,2476.1,14148.0,4.243062359192799,212.64613767236685,4.438871273645878,0.5339911373862545,0.992004319303245,28.415,115.37,5_0_0.0,1.0,
826365.2491422552,7267376.501847642,0,5,2474.4,22276.0,4.243061819237245,216.8891994916041,4.416285045359831,0.5101801530405154,0.9924070609949057,19.692,111.13,5_0_0.0,1.0,
826362.2499422146,7267373.500452513,0,5,2472.9,23068.0,2.99945300143829,219.8886524930424,3.1932300743663053,0.487343605388329,0.9931083662420865,22.25,106.88,5_0_0.0,1.0,
826359.2504918855,7267373.504456392,0,5,2471.7,23563.0,4.24306116552911,224.1317136585715,4.427591676568782,0.46795620286438633,0.9942052360804519,19.696,103.88,5_0_0.0,1.0,
826356.2512938583,7267370.503060175,0,5,2470.1,23662.0,2.999718544123624,227.13143220269512,3.1934795042334265,0.45139594179244275,0.9957116183058226,20.304,99.641,5_0_0.0,1.0,
826353.2515836722,7267370.49597895,0,5,2468.9,24094.0,2.9994520906734916,230.1308842933686,3.2088491463834448,0.4367671692238243,0.9976223751529383,19.762,96.641,5_0_0.0,1.0,
826350.2521342514,7267370.49998096,0,5,2467.6,24103.0,2.9994520026112186,233.13033629597982,3.2088490640677034,0.42421993933520946,0.9993230731009504,22.628,93.641,5_0_1.0,3.0,0.34069979485099416
826347.2526849178,7267370.50398232,0,5,2466.3,24310.0,2.9997182815335237,236.13005457751333,3.209097968053736,0.421417610178771,0.9994102792661163,19.855,90.641,5_0_1.0,3.0,0.34069979485099416
826344.2529749989,7267370.496899154,0,5,2465.0,25498.0,4.243060174597029,240.37311475211035,4.4501190596715,0.4220537823103868,0.9994677833080641,19.542,87.641,5_0_1.0,3.0,0.34069979485099416
826341.2537811883,7267367.495500125,0,5,2463.2,25507.0,4.235041924437621,244.60815667654796,4.464927782366061,0.4205108469307098,0.9993467495665596,19.632,83.398,5_0_1.0,3.0,0.34069979485099416
826338.25484932,7267364.505184464,0,5,2461.2,25516.0,4.250055867325957,248.85821254387392,4.4791712263980035,0.41637346262902897,0.999084455871073,20.826,79.156,5_0_1.0,3.0,0.34069979485099416
826335.2455300805,7267361.504022591,0,5,2459.2,25552.0,2.9997159879460042,251.85792853181994,3.2090958241128607,0.4110523060910702,0.9987298920830991,19.585,74.913,5_0_1.0,3.0,0.34069979485099416
826332.2458224609,7267361.49693705,0,5,2457.9,25561.0,2.999449538101346,254.85737806992128,3.177530099246314,0.40523725344465195,0.9985777338434149,19.464,71.913,5_0_1.0,3.0,0.34069979485099416
826329.2463755868,7267361.500934743,0,5,2456.8,25624.0,4.243058328473339,259.1004363983946,4.438867420731017,0.39536126372868974,0.9980926185487781,19.552,68.913,5_0_1.0,3.0,0.34069979485099416
826326.2471870806,7267358.499533024,0,5,2455.1,25642.0,4.243057786959003,263.3434941853536,4.404944878596499,0.3814081536322985,0.9969497342127451,19.661,64.67,5_0_1.0,3.0,0.34069979485099416
826323.2479998539,7267355.498130791,0,5,2453.7,25651.0,4.243057248243313,267.5865514335969,4.4162806536575685,0.36547248681942646,0.9958127762927744,20.501,60.427,5_0_1.0,3.0,0.34069979485099416
826320.2488139039,7267352.496728044,0,5,2452.2,25660.0,4.243056707058399,271.8296081406553,4.427587403915723,0.34930784299090817,0.9955122350100306,19.526,56.185,5_0_1.0,3.0,0.34069979485099416
826317.2496292321,7267349.495324785,0,5,2450.6,25669.0,2.9994465114530082,274.8290546521083,3.161752579672802,0.3321377409927671,0.9956585253858927,19.404,51.942,5_0_1.0,3.0,0.34069979485099416
826314.2501853808,7267349.499319531,0,5,2449.6,27181.0,2.999446424675355,277.82850107678365,3.193223896706523,0.316503373609039,0.9957711674577328,21.338,48.942,5_0_1.0,3.0,0.34069979485099416
826311.2507416154,7267349.503313629,0,5,2448.4,27685.0,4.2430559420778735,282.07155701886154,4.370757797865521,0.30352375209767374,0.9954645918751489,20.749,45.942,5_0_1.0,3.0,0.34069979485099416
826308.2515596895,7267346.501908707,0,5,2447.3,27694.0,4.243055402376419,286.31461242123794,4.347817745448378,0.2911411167146079,0.9950972311120809,19.795,41.699,5_0_1.0,3.0,0.34069979485099416
826305.2523790416,7267343.500503272,0,5,2446.4,27703.0,4.243054860288029,290.557667281526,4.370756747682691,0.27680794270810516,0.9949344485609062,19.499,37.456,5_0_1.0,3.0,0.34069979485099416
826302.2531996733,7267340.499097324,0,5,2445.3,27712.0,4.243054320915992,294.80072160244197,4.393575988900619,0.26773281997234827,0.9958887878727961,19.608,33.214,5_0_1.0,3.0,0.34069979485099416
826299.2540215815,7267337.497690863,0,5,2444.0,27721.0,4.243053778910157,299.04377538135213,4.3593010185950405,0.25787900258177154,0.9970599742476735,20.654,28.971,5_0_1.0,3.0,0.34069979485099416
826296.2548447682,7267334.496283891,0,5,2443.0,27730.0,4.250049985527885,303.29382536688,4.366110955929266,0.2465124807419625,0.9985260411127691,19.683,24.728,5_0_1.0,3.0,0.34069979485099416
826293.2455412752,7267331.495114557,0,5,2442.0,27739.0,2.999441929898889,306.2932672967789,3.0978463310557354,0.24183867162898734,0.9989289615732779,19.752,20.486,5_0_1.0,3.0,0.34069979485099416
826290.2461019992,7267331.499104556,0,5,2441.4,27811.0,2.999441841608863,309.29270913838775,3.0978462455702793,0.2406399470326176,0.9986113929152123,20.694,17.486,5_0_1.0,3.0,0.34069979485099416
826287.2466628106,7267331.503093906,0,5,2440.8,32401.0,4.243052474813627,313.5357616132014,4.336299609577529,0.23993027625564567,0.9981034352708591,19.735,14.486,5_0_1.0,3.0,0.34069979485099416
826284.2474900222,7267328.501684755,0,5,2440.0,32410.0,4.243051934704051,317.77881354790543,4.41627554853587,0.23579384430392147,0.9977330371838825,19.566,10.243,5_0_1.0,3.0,0.34069979485099416
826281.2483185134,7267325.500275089,0,5,2438.5,51680.0,3.005397814988863,320.78421136289427,3.0874610971378784,0.2303170357462414,0.9973559153444371,19.485,6.0001,5_0_1.0,3.0,0.34069979485099416
826281.2485852722,7267322.494877286,0,5,2438.0,51707.0,2.9943139849681346,323.7785253478624,3.0603784472799833,0.2313983525228168,0.9959823326069549,19.527,3.0,5_0_1.0,3.0,0.34069979485099416
826281.2491125498,7267319.500563348,0,5,2437.6,58466.0,0.0,0.0,0.0,0.2350120747423029,0.9940421711545051,20.061,0.0,5_0_1.0,3.0,0.34069979485099416
826314.2462718827,7267379.497884733,1,5,2457.0,9459.3,2.9943145791823467,2.9943145791823467,3.1568845083569266,0.31810378209672874,0.9948324352212847,12.453,73.67,5_1_0.0,4.0,
826314.2467940191,7267376.503570199,1,5,2456.0,9468.3,3.0053984347780034,5.99971301396035,3.214408149530214,0.321579139719439,0.9963208209196438,12.534,70.67,5_1_0.0,4.0,
826314.2470554097,7267373.498171776,1,5,2454.7,9477.3,2.9943145996354787,8.99402761359583,3.0766735155993032,0.32241770241189316,0.9973645693529375,12.361,67.67,5_1_0.0,4.0,
826314.2475773399,7267370.503857221,1,5,2454.2,9486.3,4.2430590491833415,13.23708666277917,4.336306042573145,0.3184684764419948,0.9977112264492464,12.463,64.67,5_1_0.0,4.0,
826311.2483908766,7267367.5024524415,1,5,2453.4,9495.3,4.243058509480899,17.48014517226007,4.450117472031323,0.3073774007242369,0.9959980734883142,12.554,60.427,5_1_0.0,4.0,
826308.2492056913,7267364.501047147,1,5,2451.6,9504.3,4.24305796739152,21.723203139651588,4.427588611721347,0.29797269279923444,0.9949656231738987,12.564,56.185,5_1_0.0,4.0,
826305.2500217855,7267361.499641341,1,5,2450.0,9513.3,4.243057427195133,25.96626056684672,4.4162808255902135,0.2954686453816701,0.9958197238642806,12.42,51.942,5_1_0.0,4.0,
826302.2508391566,7267358.498235023,1,5,2448.5,9819.3,2.9943143634403424,28.960574930287063,3.1410059705618574,0.2908106597277806,0.996030328991682,12.404,47.699,5_1_0.0,4.0,
826302.2513631525,7267355.503920705,1,5,2447.6,18901.0,4.243056460800767,33.20363139108783,4.393578055474019,0.28344858329105216,0.9956851964995801,12.467,44.699,5_1_0.0,4.0,
826299.2521823437,7267352.502513934,1,5,2446.3,18955.0,3.005398154660444,36.20902954574828,3.103613711149757,0.27675399104503123,0.9955570396704743,12.464,40.456,5_1_0.0,4.0,
826299.2524461439,7267349.497115791,1,5,2445.7,19090.0,4.243055492102471,40.45208503785075,4.301571795176844,0.2707085256829348,0.9946075710733248,12.458,37.456,5_1_0.0,4.0,
826296.2532671576,7267346.495708568,1,5,2445.2,19099.0,4.235037236125725,44.68712227397648,4.3514986374088895,0.26202653053578207,0.9942831383649429,12.41,33.214,5_1_0.0,4.0,
826293.2543500813,7267343.5053847125,1,5,2444.2,19108.0,4.243054412042387,48.93017668601887,4.438863677063329,0.24872244047326164,0.996185669951234,12.543,28.971,5_1_0.0,4.0,
826290.2551736492,7267340.503976464,1,5,2442.5,19144.0,4.250050620591431,53.1802273066103,4.343147508154632,0.23633137120403985,0.9977215783867501,12.485,24.728,5_1_0.0,4.0,
826287.2458705336,7267337.502805853,1,5,2441.7,19153.0,4.2430533300921836,57.42328063670248,4.359300581745467,0.23388662062459206,0.9973433630215744,12.489,20.486,5_1_0.0,4.0,
826284.2466966602,7267334.501396578,1,5,2440.7,19162.0,4.24305278973456,61.66633342643704,4.370754737625316,0.23253932297454286,0.9965641913971506,12.429,16.243,5_1_0.0,4.0,
826281.2475240647,7267331.499986789,1,5,2439.6,19225.0,3.005397796380677,64.67173122281771,3.071223846366448,0.23554860704961603,0.9958812740219671,12.509,12.0,5_1_0.0,4.0,
826281.2477910293,7267328.494589005,1,5,2439.2,19261.0,2.9943139617214447,67.66604518453916,3.109005645115459,0.23903868747653234,0.9946771444607908,12.429,9.0001,5_1_0.0,4.0,
826281.2483185134,7267325.500275089,1,5,2438.5,51680.0,3.005397814988863,70.67144299952803,3.0874610971378784,0.23061146865631052,0.99346125532961,19.485,6.0001,5_1_0.0,4.0,
826281.2485852722,7267322.494877286,1,5,2438.0,51707.0,2.9943139849681346,73.66575698449616,3.0603784472799833,0.21176091166215122,0.9980735973878962,19.527,3.0,5_1_0.0,4.0,
826281.2491125498,7267319.500563348,1,5,2437.6,58466.0,0.0,0.0,0.0,0.21176498710215313,0.9966334908470227,20.061,0.0,5_1_0.0,4.0,
826317.2470257194,7267370.499862982,2,5,2454.4,9036.3,4.243059160793707,4.243059160793707,4.301575413961191,0.32979757749200467,0.9959664690357485,12.487,65.913,5_2_0.0,4.0,
826314.2478385222,7267367.498458778,2,5,2453.9,9045.3,4.2430586210087,8.486117781802406,4.427589238097427,0.31152675661587703,0.9925386148224209,12.625,61.67,5_2_0.0,4.0,
826311.2486526031,7267364.497054059,2,5,2452.3,9054.3,4.243058080647572,12.729175862449978,4.43886718383744,0.2976361825615668,0.9910891215181691,12.519,57.427,5_2_0.0,4.0,
826308.2494679621,7267361.495648827,2,5,2450.6,9063.3,4.235039829237682,16.96421569168766,4.408578269150898,0.29480084888539826,0.993028505654097,12.418,53.185,5_2_0.0,4.0,
826305.2505452393,7267358.505326962,2,5,2449.1,9072.3,4.243057000501973,21.207272692189633,4.41628041563359,0.2888795871450689,0.9937409157477056,12.482,48.942,5_2_0.0,4.0,
826302.2513631525,7267355.503920705,2,5,2447.6,18901.0,4.243056460800767,25.4503291529904,4.393578055474019,0.28347988649324607,0.9942640070854617,12.467,44.699,5_2_0.0,4.0,
826299.2521823437,7267352.502513934,2,5,2446.3,18955.0,3.005398154660444,28.455727307650843,3.103613711149757,0.2793814478758217,0.9948758813108707,12.464,40.456,5_2_0.0,4.0,
826299.2524461439,7267349.497115791,2,5,2445.7,19090.0,4.243055492102471,32.69878279975332,4.301571795176844,0.2741734097843066,0.9948118108344078,12.458,37.456,5_2_0.0,4.0,
826296.2532671576,7267346.495708568,2,5,2445.2,19099.0,4.235037236125725,36.933820035879044,4.3514986374088895,0.26761590033573307,0.9939064041458504,12.41,33.214,5_2_0.0,4.0,
826293.2543500813,7267343.5053847125,2,5,2444.2,19108.0,4.243054412042387,41.176874447921435,4.438863677063329,0.25441987360893603,0.9950224080088521,12.543,28.971,5_2_0.0,4.0,
826290.2551736492,7267340.503976464,2,5,2442.5,19144.0,4.250050620591431,45.426925068512865,4.343147508154632,0.23902711465674226,0.9972075077126664,12.485,24.728,5_2_0.0,4.0,
826287.2458705336,7267337.502805853,2,5,2441.7,19153.0,4.2430533300921836,49.669978398605046,4.359300581745467,0.23388662062459206,0.9973433630215744,12.489,20.486,5_2_0.0,4.0,
826284.2466966602,7267334.501396578,2,5,2440.7,19162.0,4.24305278973456,53.91303118833961,4.370754737625316,0.23253932297454286,0.9965641913971506,12.429,16.243,5_2_0.0,4.0,
826281.2475240647,7267331.499986789,2,5,2439.6,19225.0,3.005397796380677,56.918428984720286,3.071223846366448,0.23554860704961603,0.9958812740219671,12.509,12.0,5_2_0.0,4.0,
826281.2477910293,7267328.494589005,2,5,2439.2,19261.0,2.9943139617214447,59.91274294644173,3.109005645115459,0.23903868747653234,0.9946771444607908,12.429,9.0001,5_2_0.0,4.0,
826281.2483185134,7267325.500275089,2,5,2438.5,51680.0,3.005397814988863,62.91814076143059,3.0874610971378784,0.23061146865631052,0.99346125532961,19.485,6.0001,5_2_0.0,4.0,
826281.2485852722,7267322.494877286,2,5,2438.0,51707.0,2.9943139849681346,65.91245474639872,3.0603784472799833,0.21176091166215122,0.9980735973878962,19.527,3.0,5_2_0.0,4.0,
826281.2491125498,7267319.500563348,2,5,2437.6,58466.0,0.0,0.0,0.0,0.21176498710215313,0.9966334908470227,20.061,0.0,5_2_0.0,4.0,
826971.3128435732,7266977.497282073,0,8,2654.1,11862.0,2.99938546027165,2.99938546027165,3.285774359156256,0.6972384157771248,0.9993350997143258,33.098,338.44,8_0_0.0,4.0,
826968.3134609768,7266977.501426952,0,8,2652.3,11934.0,4.2430275817754195,7.242413042047069,4.550086049703592,0.7007629155712801,0.9994777775773528,32.512,335.44,8_0_0.0,4.0,
826965.3141854701,7266974.500155639,0,8,2649.6,11943.0,4.243027040873915,11.485440082920984,4.572010331308028,0.6996277407937153,0.9995972235121845,32.707,331.2,8_0_0.0,4.0,
826962.314911243,7266971.498883812,0,8,2646.7,11952.0,4.2430265006302355,15.72846658355122,4.582932891179016,0.6939595224737207,0.9995640493987991,33.402,326.95,8_0_0.0,4.0,
826959.3156382928,7266968.497611472,0,8,2643.7,12762.0,2.999383170135475,18.727849753686694,3.360996786861252,0.6863560139386423,0.9994106422481127,33.419,322.71,8_0_0.0,4.0,
826956.3162579833,7266968.50175398,0,8,2641.4,12771.0,2.999649452741036,21.72749920642773,3.361234421954199,0.6790792718908202,0.9992754457298288,32.868,319.71,8_0_0.0,4.0,
826953.3166165636,7266968.494811911,0,8,2639.1,12780.0,2.999382992444458,24.72688219887219,3.331110675940531,0.6734436284491545,0.9992694900580233,32.892,316.71,8_0_0.0,4.0,
826950.31723643,7266968.4989531245,0,8,2637.0,12789.0,2.9993829067992914,27.72626510567148,3.3311105988243135,0.6696534206867225,0.9993251822426549,33.334,313.71,8_0_0.0,4.0,
826947.3178563812,7266968.50309369,0,8,2634.9,12798.0,3.0097763681225276,30.736041473794007,3.3104008497625967,0.6668426547988752,0.9992854213628675,33.105,310.71,8_0_0.0,4.0,
826944.3080874823,7266968.4963883385,0,8,2633.0,12807.0,2.9993827289914123,33.73542420278542,3.270519340253439,0.6646085880094159,0.9993024810126214,32.952,307.71,8_0_0.0,4.0,
826941.3087076095,7266968.500527608,0,8,2631.3,12816.0,2.999382640784246,36.734806843569665,3.270519259359001,0.6631537301592637,0.9993452521920945,32.695,304.71,8_0_0.0,4.0,
826938.309327824,7266968.504666229,0,8,2629.6,12825.0,2.999648928203542,39.734455771773206,3.286014864919571,0.6639453312300767,0.9993002998533794,33.563,301.71,8_0_0.0,4.0,
826935.3096869378,7266968.497720275,0,8,2627.8,12834.0,4.243025057696676,43.97748082946988,4.561059267345916,0.6668316165946461,0.9992025009518181,33.265,298.71,8_0_0.0,4.0,
826932.3104211472,7266965.496442821,0,8,2625.0,13122.0,2.999381729701403,46.97686255917129,3.3160655543077824,0.6701441286372307,0.9991516316540489,32.949,294.47,8_0_0.0,4.0,
826929.3110422702,7266965.500579572,0,8,2623.0,13221.0,4.243024404579833,51.21988696375112,4.572007884711064,0.674415544790348,0.9991851080469586,33.244,291.47,8_0_0.0,4.0,
826926.311778492,7266962.49930103,0,8,2620.1,13428.0,2.9993809103159688,54.21926787406709,3.360994770178552,0.6777978452832061,0.9992804856127185,32.399,287.22,8_0_0.0,4.0,
826923.3124004327,7266962.50343656,0,8,2617.8,13437.0,2.999647192979312,57.2189150670464,3.3612324052866156,0.6787649321002837,0.9993532203642398,33.155,284.22,8_0_0.0,4.0,
826920.3127612888,7266962.496487515,0,8,2615.5,13446.0,2.9993807327430937,60.218295799789495,3.360994611711045,0.6776114441620394,0.9993192829038523,33.669,281.22,8_0_0.0,4.0,
826917.3133834053,7266962.500621749,0,8,2613.2,13455.0,4.243023525383381,64.46131932517288,4.5829301366000355,0.6750374249698736,0.9992226883744055,33.221,278.22,8_0_0.0,4.0,
826914.3141231094,7266959.49934097,0,8,2610.2,13545.0,2.9993799107975487,67.46069923597042,3.300951355184676,0.6720041455949451,0.9991746357408634,32.951,273.98,8_0_0.0,4.0,
826911.3147460462,7266959.503473982,0,8,2608.3,13653.0,2.999646196131832,70.46034543210226,3.3011933148436277,0.667925519092415,0.9991842243552378,32.762,270.98,8_0_0.0,4.0,
826908.3151079051,7266959.496522419,0,8,2606.4,13662.0,2.9993797347404407,73.4597251668427,3.2857691326646514,0.6638061310655181,0.9992735269842253,32.866,267.98,8_0_0.0,4.0,
826905.3157310161,7266959.500654137,0,8,2604.6,13671.0,4.243022645038722,77.70274781188142,4.51699470514539,0.6597970258227299,0.9994159500071884,33.037,264.98,8_0_0.0,4.0,
